repo_id,date,stars
843222,2026-05-12,66047
3678731,2026-05-12,65766
21737266,2026-05-12,65669
63477660,2026-05-12,65625
261787758,2026-05-12,65511
798201435,2026-05-12,65417
191529732,2026-05-12,65329
120538304,2026-05-12,65266
81975372,2026-05-12,64935
71948498,2026-05-12,64916
94911145,2026-05-12,64900
33263118,2026-05-12,64609
1170821064,2026-05-12,64601
725205304,2026-05-12,64066
33015583,2026-05-12,64062
51980455,2026-05-12,64021
6838921,2026-05-12,63997
53631945,2026-05-12,63645
666299222,2026-05-12,63488
571186647,2026-05-12,63306
808045485,2026-05-12,63304
42408804,2026-05-12,63131
557980,2026-05-12,63082
108761645,2026-05-12,63016
27574418,2026-05-12,62943
1334369,2026-05-12,62845
42489829,2026-05-12,62778
765083837,2026-05-12,62743
15019962,2026-05-12,62455
222751131,2026-05-12,62375
331107018,2026-05-12,61703
1116260703,2026-05-12,61677
824874689,2026-05-12,61668
529502,2026-05-12,61628
36535156,2026-05-12,61443
228016443,2026-05-12,61368
895508656,2026-05-12,61250
3955647,2026-05-12,61224
92443980,2026-05-12,61038
29261473,2026-05-12,60915
74627617,2026-05-12,60894
36502,2026-05-12,60892
3402537,2026-05-12,60852
128398636,2026-05-12,60807
3228505,2026-05-12,60800
67702184,2026-05-12,60389
1104332987,2026-05-12,60268
4311796,2026-05-12,60197
71995937,2026-05-12,60196
121898717,2026-05-12,60139
